city_name,city_code
Баотоу,BAV
Ниссан,GEI
,ZHL
Беллари,BEP
Бурж,BOU
Гамбург,HAM
Уэйколоа,WKL
Огаста,AGS
Лех,IXL
Боука,BCF
,QQH
,MUO
Диполог,DPL
Палоемеу,OEM
,ZRY
,GNF
Дерби,DRB
Каунсил-Блафс,CBF
Бхубанешвар,BBI
Окленд,AKL
Хилверсюм,QYI
Дери,DRR
Биратнагар,BIR
Мойали,OYL
,YVH
Эль Гоуьера,ZLG
Амарилло,AMA
Джамшедпур,IXW
Хоэнемс,HOH
,GEX
Ибараки,IBR
Банфору,BNR
Бома,BOA
,UZM
Бокас-дель-Торо,BOC
Мэттьюс Ридж,MWJ
Игрим,IRM
Кикиа,ICI
Наррабри,NAA
Блэксбург,BCB
Богота,BOG
,JCN
Джаром,JAR
Асэб,ASA
Уинтер Хейвен,GIF
,XIB
Борнмут,BOH
Джаспер,YJA
Элкедра,EKD
Атина,ATO
Гияни,GIY
Джэксонвилл,JAX
Цзиси,JXA
Бургас,BOJ
Дарвин,DRW
Сентрал,CEM
Плезантон,JBS
,KDX
Аваба,AWB
Брукингс,BOK
Сарния,YZR
Пайсанду,PDU
Калимнос,JKL
Буаре,BOP
Петербург,PGC
Бель Часс,BCS
Джомсом,JMO
Киев,IEV
Кларинда,ICL
Гхиннир,GNN
Диамантина Лейкс,DYM
Кицбюэль,XJS
,ZJD
Джорджи Харбор,YGE
,DWR
Иньокерн,IYK
Балчи,BCY
Бостон,BOS
Апиа,APW
,QJW
Мамитупо,MPI
Дьюпивогюр,DJU
Джулия Крик,JCK
Боссет,BOT
,KKQ
Имане,IMN
Куала-Лумпур,KUL
Боанг,BOV
Пиквитоней,PIW
Ювяскюля,JYV
Бартау,BOW
,XXV
Зелёна-Гура,IEG
Гудинг,GNG
Гранд-Рапидс,GRR
Бриндизи,BDS
,XEE
Бефпейдж,BPA
Ганнеда,GUH
,XEY
,LCQ
Крадок,CDO
Уэбстер Сити,EBS
Бухара,BHK
Баменды,BPC
Ленкорань,LLK
Ипиранга,IPG
Эдна Бэй,EDA
Биангабип,BPK
Нконгсамба,NKS
Лестер,QEW
Бейливик оф Джерси,JER
Беэр-Шева,BEV
Ленск,ULK
Дунган,DNG
Баликпапан,BPN
Лос-Анджелес,LAX
Бэппу,BPU
Скиве,SQW
Нануки,NNU
Айн Айленд,IMI
Биг Крик,BIC
,XXL
Капе-Ньюэнхам,EHM
Джодхпур,JDH
,XKI
Чамдо,BPX
Джорджтаун,GEO
,LLT
Билокси,BIX
Бесалампи,BPY
Лондон,YXU
,ZJI
Сиди-бель-Аббес,BFW
Икария,JIK
Басселтон,BQB
Касигуран,CGG
Лондон,LON
Бубаку,BQE
Уайтсберг,BRG
Честер,CEG
,ZMA
Брайтон-Даунс,BHT
Слайгоу,SXL
Цзямусы,JMU
Маунт-Айза,ISA
Багани,BQI
,XQI
Эмпория,EMP
Агуадилья,BQN
Каухава,KAU
Фарах,FAH
,LGJ
Лусон,CRK
Благовещенск,BQS
Эль-Сальвадор,ESR
Мальмё,MMA
,QMZ
Баррейриньяс,BRB
Бассейн,BSX
Голдсборо,GSB
Брейнерд,BRD
Мансонс-Ландинг,YMU
Кафунфо,CFF
,XQM
Гаскойн Джанкшен,GSC
Бари,BRI
Колхапур,KLH
Берн,BRN
Бахавалпур,BHV
Клифтон Хиллс,CFH
Браунсвилл,BRO
Океания,NTU
Кётен,KOQ
Брно,BRQ
Бристоль,BRS
Глен Иннес,GLI
Карлстад,KSD
Меру,JJM
Бразилиа,BSB
Крукстон,CKN
Запад Бенд,ETB
Колумбус,UBS
Майами,MIA
Баошань,BSD
Евкла,EUC
,ZOO
Семантан,BSE
Патанкот,IXP
,ZSN
Бэрнсдейл,BSJ
Ле Марс,LRJ
Милан,MIL
Босангоа,BSN
,ZMO
Флатейри,FLI
Цзяюйгуань,JGN
Кантхо,VCA
Вустер,BJJ
Сьюдад-дель-Кармен,CME
,QMO
,OHB
Джэкпот,KPT
Бахоне,BJN
Джохор-Бару,JHB
Барселона,BLA
Роукела,RRK
Мюнхен,MUC
,XOL
Баско,BSO
Гулимин,GLN
Сисимиут,JHS
Мыс Каменный,YMK
Биканер,BKB
Нуева Гуинеа,NVG
Баркли-Даунс,BKP
Нанаймо,YCD
,OBK
Гладстон,GLT
Бенсбах,BSP
Эль-Аюн,EUN
,XIF
Шарлотт,CLT
Босвелл Бэй,BSW
Давадми,DWD
,QNC
Бартлетс,BSZ
Гринвилл,GVT
Нувоа Элия,NUA
Нью-Йорк,NYC
Яунде,BTA
Вестерланд,GWT
Миконос,JMK
Ошен Сити,OCE
Болонья,BLQ
Джамнагар,JGA
Баттикалоа,BTC
Чумпхон,CJM
Ниау,NIU
Оейкея,OHA
Оркид Бид,OKB
Ноттингем,NQT
,UJN
Морони,YVA
Батангафо,BTG
Берлингтон,BTV
Остров Бартер,BTI
,ZIB
,ODC
Бамерни,BMN
Ландскрона,JLD
,ZRN
Гейнсвилл,GNV
Хамбантота,HRI
Гранд-Джанкшен,GJT
,ZKX
Чартерс-Тауэрс,CXT
,XVS
Банда-Ачех,BTJ
Зиген,SGE
Хехо,HEH
Акаригуа,AGV
Оденсе,ODE
,ZJU
Уаилу,HLU
Острова Белеп,BMY
Порту,OPO
Ставангер,SVG
Боанд,BNB
Джабалпур,JLR
Брюгге,OST
Шаумбург,JMH
остров Баранова,BNF
Боттопасси,BTO
Бартлсвилл,BVO
Пан Ю,ZAX
Стерт Крик,SSK
,ZYV
Осло,OSL
Сокото,SKO
Батлер,BTP
Гранвиль,GFR
Оверри,QOW
,QXF
Бутаре,BTQ
Секакес,SKQ
Бинтулу,BTU
,XFE
,XKE
,XPB
Бату Лицин,BTW
Бельцы,BZY
Флоренс,FLO
Кантон,CIS
Кукута,CUC
Паттани,PAN
,XKP
,XPH
Остров Грасиоза,GRW
Хьюэнден,HGD
,ZWD
Бетута,BTX
Селангор,SMM
Мэхонгсон,HGN
Патна,PAT
,ZJW
Боулия,BQL
Кхока Мойа,KHO
Бркондини,BUI
,ZXX
Неубранденбург,FNB
,XRP
Булоло,BUL
,RAF
Солт Сейнт Мери,SSM
Бхатинда,BUP
,QRS
Остров Кивай,KWX
Батуми,BUS
,XUQ
Роннебю,RNB
Манетаи,MVI
Бушир,BUZ
,XKV
,HIM
Ланьчжоу,LHW
Салерно,QSR
Залив Бивер,BVD
Лалибела,LLI
,ZYW
Хамти,KHM
Бата,BSG
,XKQ
,OAH
Вильена,BVH
,ZSD
,XOW
Бердсвилл,BVI
,XFK
Канган,KNR
Шахтёрск,EKS
Тханьхоа,THD
Боловип,BVP
Сороти,SRT
Брава,BVR
,XFL
Хауэисей,HOE
Кальбари,KAX
Остров Стивенс,STF
Братислава,BTS
Олбук,BUK
Браунвуд,BWD
,XFM
,XOO
Шэкоу,ZYK
Шунде,ZAS
Караджас,CKS
Хоббс,HOB
Банбери,BUY
Киффа,KFA
,XAH
Гюттин,GTI
Чикен,CKX
,XUR
Кигали,KGL
Бельмонте,BVM
Хуррамобод,KHD
Брюаррина,BWQ
Харрисмит,HRS
,ZIO
,XQS
Богальюза,BXA
Кадиллак,CAD
Такака,KTF
Баван,BWJ
Сан Томе,SOM
Фианаранцуа,WFI
Боксборо,BXC
Гисборн,GIS
,ZKF
Фреш Уотер Бэй,FRP
Амман,AMM
о. Бука,BUA
Гуириа,GUI
Аруа,RUA
,SVM
Бевенаи,BWP
Бакел,BXE
Колумбус,CLU
Бабо,BXB
Каухайоки,KHJ
,XVB
Кардифф,CWL
Бакай,BXK
Хост,KHT
,XUU
Грут-Айленд,GTE
,XVA
Бундиали,BXI
Бам,BXR
Шампейн,CMI
Боррего Спрингс,BXS
,XWH
,BXV
Таншань,TVS
Бансил,BXZ
Голд Бич,GOL
Лонг Айленд,HAP
Питермарицбург,PZB
,XFD
Тараз,DMB
,QWQ
Буэнос Айрес,BAI
Дибаа,BYB
,ZTV
Бейда,BYD
Бразориа,BZT
Гаррисберг,HSB
Руперт,BYI
Галфпорт,GPT
Кишинёв,KIV
Шверин,SZW
Белла Йелла,BYL
Кхонкэн,KKC
Лесё,BYR
Конро,CXO
Конаварук,KKG
Сундсвалль,SDL
Щецин,SZZ
Байройт,BYU
Кашкайш,CAT
Буми Хиллс,BZH
Такуарембо,TAW
Остров Блэкли,BYW
оз. Карлек,KKL
Канкан,KNN
Банияла,BYX
Таи Шан,ZCA
Колдуэлл,CDW
Илха до Базаруто,BZB
Куран-о-Мунйан,KUR
,XFO
Канарана,CQA
Армасан-дус-Бузиус,BZC
Грозный,GRV
Карлскуга,KSK
Тена,TNW
Тенчун,TCZ
Берген-оп-Зом,BZM
Чина-Хот-Спрингс,CEX
Кайзерслаутерн,KLT
Гримси,GRY
,ZKV
,XKW
Табас,TCX
Криби,KBI
Леди Эллиот Айленд,LYT
Кумаси,KMS
Салфер Спрингс,SLR
Колд-Бей,CDB
Бизант,BZP
Тига,TGJ
Коронель Суарез,CSZ
Гаага,HAG
Безье,BZR
Гарбахарей,GBM
Коне,KNQ
Браззавиль,BZV
Бреда,GLZ
Кунсан,KUV
,XTK
Торонто,YTO
Кривой Рог,KWG
Кабинда,CAB
Консейсан-ду-Арагуая,CDJ
Клайпеда,PLQ
Лаэ,LAE
Лас-Пальмас,LPA
Лафайет,LAF
Каскавел,CAC
,TTK
Катиу,KXU
Тур,TUF
Ки Ларго,KYL
Колумбия,CAE
Мюррей,CEY
Карауари,CAF
,TDP
Сьюдад Боливар,CBL
Хот Спрингс,HSP
Туруханск,THX
Дублин,DBN
Кальяри,CAG
Корриентес,CNQ
Камау,CAH
Кизуйак,KZH
Дубровник,DBV
Усть-Цильма,UTS
Кызылорда,KZO
,UIZ
Бозмен,BZN
Хенераль,GNR
Кэмпбелтаун,CAL
Читина,CXC
Ламар,LAA
Уйо,QUO
Камири,CAM
Лоломалава,LAV
Вальядолид,VLL
Уэуэтенанго,HUG
Рио Куарто,RCU
Камден,CDN
Тайчжун,TXG
Гуанчжоу,CAN
Лансинг,LAN
Ганновер,HAJ
Коронел Э Сото Кано АБ,ENQ
Диавик,DVK
Бальтра,GPS
Фане,FNE
,VNT
Каруару,CAU
Хупер-Бей,HPB
Девилс Лейк,DVL
,ZKY
Дехрадун,DED
Казомбо,CAV
Кавиейрас,CNV
Кайенна,CAY
Лейк-Чарльз,LCH
Герреро-Негро,GUB
Кочабамба,CBB
Каньяс,LCS
Декейтер,DEC
,ZVC
Атка,AKB
Линда,LDI
,ZLC
Эль Дорадо,EOR
Колби,CBK
,WXJ
Линден,LDJ
Киребон,CBN
Лондолози,LDZ
Хантингберг,HNB
,XWA
Тефе,TFF
Канберра,CBR
,WEC
Лорел,LUL
Уэст-Палм-Бич,PBI
Кабимас,CBS
Янчжоу,YTY
Лексингтон,LEX
Балликелли,BOL
Кочин,COK
Восток Страудсберг,ESP
Линс,LIP
,ZLF
Грейт Харбор,GHC
Дэбрэ-Маркос,DBM
Виндзор,YQG
Хоултон,HUL
Катакамас,CAA
Котбус,CBU
,ZQV
Кобан,CBV
Лейк-Плэсид,LKP
,QUY
Колумбия,COU
Кабин Крик,CBZ
Лисале,LIQ
Ичунь,LDS
Ганнисон,GUC
,ZIT
Каркасон,CCF
,COY
Лиссабон,LIS
Чиле-Чико,CCH
Тайпин,TPG
Конкордия,CCI
Юнчжоу,LLF
Торреон,TRC
Кожикоде,CCJ
Лонг Лама,LLM
Гвалиор,GWL
Кокосовые острова,CCK
Каримагуа,CCO
Белая Гора,BGN
Гиресун,QOR
Эспаньола,ESO
Ле-Ман,LME
Бандырма,BDM
Чинчилла,CCL
Джамби,DJB
Копенгаген,CPH
Консепсьон,CCP
Краснодар,KRR
Залив Хок,HWI
Радом,RDO
Усть-Мая,UMS
Конкорд,CCR
Гленвуд Спрингс,GWS
Кепервеем,KPW
Колония-Катриэль,CCT
Дибругарх,DIB
Коуэлл,CCW
Кламат Фолс,LMT
Холдредж,HDE
Бетлс,BTT
Чаб Кей,CCZ
Сидар-Сити,CDC
Пальма,LMZ
Хорнафьордур,HFN
Камден,CDH
Леонора,LNO
Хатзфейдсавен,HAZ
Кэндл,CDL
Лоха,LOH
Кадапа,CDP
Локпорт,LOT
Чадрон,CDR
Монклова,LOV
Грейбулл,GEY
Луиза,LOW
Камден,CDU
Чанша,CSX
Чико,CIC
Кресент-Сити,CEC
Ла-Плата,LPG
Кхаджурахо,HJR
Сидуна,CED
Кембридж,CGE
Хасково,HKV
Лхоксёмаве,LSW
Череповец,CEE
Хиллсайд,HLL
Леитре,LTF
Челинда,CEH
Коатепеке,CTF
Капе-Елеутера,CEL
Алтай,LTI
Дали,DLU
Летем,LTM
Коямпуттур,CJB
Канны,CEQ
Лаукала Айленд,LUC
Сеснок,CES
Херманнсберг,HMG
Клемсон,CEU
Манти,NTJ
Лон Хилл,LWH
Коннерсвилл,CEV
Линчбург,LYH
Кастр,DCM
Кортес,CEZ
Лоренсевилл,LZU
Гурон,HON
Кабу-Фриу,CFB
Уроуби,URU
Брайан,CFD
Кануан,CIW
Матади,MAT
Маягуэс,MAZ
Конфреза  -,CFO
Клинтон,CWI
Крестон,CFQ
Кёльн,CGN
Капе-Романзоф,CZF
Мауэс,MBZ
Кофс-Харбор,CFS
Куско,CUZ
Коффивилл,CFV
Мак-Комб,MCB
Монте-Карло,MCM
Капе-Глоукестер,CGC
Чандэ,CGD
Кларксберг,CKB
Хуалянь,HUN
Кейп Джирардо,CGI
Каунсил,CIL
Каруру,CUO
Макурди,MDI
Чингола,CGJ
Дирико,DRC
Гранит Маунтайн,GMT
Хейс,HYS
Бапи,BPD
Мендоса,MDZ
Чанчунь,CGQ
Ярославль,IAR
Арад,ARW
Колледж Парк,CGS
Кенмор Эйр Харбор,KEH
Каигуна,CGV
Колледж-Стейшен,CLL
Чаттануга,CHA
Помала,PUM
Черновцы,CWC
Ижевск,IJK
Чинхэ,CHF
Иберия,IBP
Чачапояс,CHH
Донкастер,DSA
Маунт-Гамбиер,MGB
Чипинге,CHJ
Чилокин,CHZ
Карнарвон,CVQ
Мохаве,MHV
Чонджу,CHN
Нисиноомоте,IIN
Шатору,CHR
Нуки,NQU
Монтеагудо,MHW
Джагдалпур,JGB
Гараина,GAR
Манте,MMC
Шавиш,CHV
Александрия,ALY
Эйрунепе,ERN
Кануа,KTK
Цзюцюань,CHW
Кьюшн,IHN
Илег,ILX
Сидар-Рапидс,CID
Канкаки,IKK
Чифэн,CIF
Гитеге,GID
Милвилл,MIV
Тикси,IKS
Шербур-Октевиль,CER
Элиста,ESL
Куинси,MQI
Кобиха,CIJ
Кебар,KEQ
Симитарра,CIM
Инсбрук,INN
Мизула,MSO
Карролл,CIN
Иняти,INY
Консепсьон,CIO
Инишмор,IOR
Миватн,MVA
Морава,MWB
Чипата,CIP
Гринвилл,GRE
Кампо,CZZ
Чикимула,CIQ
Аллахабад,IXD
Матак,MWK
Шымкент,CIT
Айлей,ILY
Некемт,NEK
Чомли,CIV
Уэйкайя,KAY
Уоллал,WLA
Чиклайо,CIX
Митилини,MJT
Коари,CIZ
Камагуэй,CMW
Карлек,KYK
Кандилейас,CJD
Порт-Блэр,IXZ
Невис,NEV
оз. Чилко,CJH
Дебра Табор,DBT
Читрал,CJL
Макара,MRR
Наму,NMU
Комитан,CJT
Джон Дей,JDA
Крукед Крик,CKD
Нова Ксавантина,NOK
Жуис-ди-Фора,JDF
Доль,DLE
Чунцин,CKG
Дембидолло,DEM
Неукен,NQN
Чероки,CKK
Драмдафф,DFP
Чкаловский,CKL
Исигаки,ISH
Корнелиу-Прокопиу,CKO
Дуранго,DGO
Крэйн-Айленд,CKR
Порт Анджелес,CLM
Айлип,ISP
Нунчия,NUH
Чанаккале,CKZ
Джоли,JOL
Меманбетсу,MMB
Кула,CLH
Хосе де Сан Мартин,JSM
Чехалис,CLS
Клоринда,CLX
Коконат Айленд,CNC
Надым,NYM
Кутамундра,CMD
Клонкарри,CNJ
Окала,OCF
Юг Каикос,XSC
Колумбус,CMH
Камоауил,CML
Дулут,DLH
Кунамбл,CNB
Оббиа,CMO
Накала,MNC
Колмен,COM
Крестед Бьютт,CSE
Моели,NWA
Кольмар,CMR
Диллон,DLN
Скусцибан,CMS
Гозо,GZM
Маунт-Плезант,MOP
Ханкок,CMX
,JGX
Мапода,MPF
Кэнон-Сити,CNE
Пасингхат,IXT
Орфеус Айленд Ресорт,ORS
Данди,DND
Коньяк,CNG
Нурвик,ORV
Чанхай,CNI
Коингхаас,KIG
Алта,ALF
Конкордия,CNK
Доани,DOA
Лонг Банга,LBP
Бол,OTC
Форт Ливенворс,FLV
Карлсбад,CNM
Монпелье,MPL
Дорнох,DOC
Чино,CNO
Херрилйунга,XYC
Джиджига,JIJ
Чарата,CNT
Карно,CRF
Ориентос,OXO
Жекие,JEQ
Чиангмай,CNX
Озарк,OZR
Доминика,DOM
Кангамба,CNZ
Пимента-Буэну,PBQ
Онтарио,ONT
Кондото,COG
Ковильян,COV
Котону,COO
Курунди,KRD
Сент-Клауд,STC
Планадас,PLA
Мариуполь,MPW
Чойбалсан,COQ
Манвилл,JVI
Котулла,COT
Кошице,KSC
Денпасар Бали,DPS
Принстон,PNN
Капургана,CPB
Меркури,DRA
Кармен-де-Патагонес,CPG
Муках,MKM
Капе-Орфорд,CPI
Пори,POR
Карс,KSY
Датадави,DTD
Багдад,BGW
Комптон,CPM
Карау,KRU
Дьюрант,DUA
Копьяпо,CPO
Дундо,DUE
Прескотт,PRC
Каспер,CPR
Мэй Ривер,MRH
Кампина-Гранди,CPV
Карато,KAF
Киль,KEL
Сьюдад Реаль,CQM
Котабару,KBU
Якусима,KUM
Крайова,CRA
Камбалда,KDB
Чрерриба,CRH
Остров Юл,RKU
Палм-Спрингс,PSP
Крукед-Айленд,CRI
Крестон,CSQ
Анадырь,DYR
Ичан,YIH
Кураби,CRJ
Уэллсвилл,ELZ
Катерман,CRM
Моссоро,MVF
Эммонак,EMK
Корсикана,CRS
Форт Лиард,YJF
Приневилль,PRZ
Неджран,EAM
Кофи-Пойнт,CFA
Кроссетт,CRT
Гор,GOR
Провиденция,PVA
Вако Кунго,CEO
Карриакоу Айленд,CRU
Провидения,PVS
Коринф,CRX
Вунгтау,CSJ
Додоима,DDM
Гордон,GRN
Раджкот,RAJ
Карсон Сити,CSN
Лопбури,KKM
Казуарито,CSR
Лабуан,LBU
Энгатли,EGA
Карти,CTE
,LCF
Энсенада,ESE
Эгильсстадир,EGS
Келли Бар,KEU
Райс Лейк,RIE
Картахена,CTG
Ла Колома,LCL
Раджбирадж,RJB
Кантон,CTK
Эль Банка,ELB
Куктаун,CTN
Румгинае,RMN
Камины,KMN
Льюистон,LEW
Карутапера,CTP
Канеби,KEX
Санта-Витория,CTQ
Кью,CUY
Емден,EME
Каттл-Крик,CTR
Кален,CUJ
Роттнест,RTS
Шебойган,SBM
Ле Кастелле,CTT
Эвлет,EVM
Риверцесс,RVC
Чэнду,CTU
Рио Турбио,RYO
Коттонвуд,CTW
Порт Саид,PSD
Уиндом,MWM
Кросс Сити,CTY
Кедугу,KGG
Когалым,KGP
Холс Крик,HCQ
Йиня,JIN
Клейнзи,KLZ
Клинтон,CTZ
Барселонет,BAE
Эраве,ERE
Шеллефтео,SFT
Кордова,COR
Хинесвилль,LIY
Сьюдад-Конститусьон,CUA
Куэнка,CUE
Дахла,DAK
Кунео,CUF
Тапледжунг,TPJ
Мунбил,LNF
Эуа,EUA
Алпена,APN
Мулаватана,MWT
Кушинг,CUH
Юджин,EUG
Остров Кей Колкер,CUK
Бартика,GFO
оз. Кингфишер,KIF
Сэйбл Айленд,YSA
Карупано,CUP
Нарвик,EVE
Куба-Ков,CUW
Ереван,EVN
Даггетт,DAG
Кулик Лейк,LKK
Чингрибу,CVB
Евре,EVX
Клив,CVC
Калибо,KLO
Сейнт Томас,YQS
Калета Оливия,CVI
Куэрнавака,CVJ
Наракурт,NAC
Какунг,BCH
Глинко,NEA
Куритиба,CWB
Нанизивик,YSR
Дачжоу,DAX
Кайкара дель Ориноко,CXA
Илоило,ILO
Фааите,FAC
Никаро,ICR
Карши,KSQ
Говернадор-Валадарис,GVR
Умиужак,YUD
Черчилл Фолс,ZUM
Дабек,DBQ
Колдфут,CXF
Натитингу,NAE
Фэрибо,FBL
Латроп,LRO
Чикаша,CHK
Фолс Айленд,FAK
Нельсон,NSN
Кашиас-ду-Сул,CXJ
Гверу,GWE
Иэрлтон,YXR
Калексико,CXL
Фарго,FAR
Нячанг,NHA
Хоскинс,HKN
Кандала,CXN
Инхун,INJ
Чатем,CYM
Форт-Бриджер,FBR
Калбейог Сити,CYP
Никосия,NIC
Хейгерстаун,HGR
Колония,CYR
Эригаво,ERA
Ниамей,NIM
Куйо,CYU
Хами,HMI
Николсон,NLS
Лейквью,LKV
Кауаян Сити,CYZ
Каримуи,KMR
Коппер Сентер,CZC
Нью-Плимут,NPL
Хиббинг,HIB
Флин-Флон,YFO
Константина,CZL
Каранамбо,KRM
Чисточайна,CZO
,XKD
Дугонг,DGK
Худиксвалль,HUV
Рафах,GZA
Фиксбург,FCB
Куитлук,KWT
Фор-де-Франс,FDF
Крузейру-ду-Сул,CZS
Дир Харбор,DHB
Лонсестон,LST
Ченстохова,CZW
Дабо,DAO
Эн Нахуд,NUD
Чанчжоу,CZX
Дебепаре,DBP
Гуерима,GMC
Дакка,DAC
Феиджо,FEJ
Дананг,DAD
Вискассет,ISS
Кусаие,KSA
Дауп,DAF
Факфак,FKQ
Феркеседугу,FEK
Датина,DAH
Бейкерсфилд,BFL
Фес,FEZ
Дамаск,DAM
Галион,GQQ
Ренч-Крик,WRH
Дейтон,DAY
Луксор,LXR
Ноушехр,NSH
Дарвас,DAZ
Кинг,KNS
Дечимоманну,DCI
Дуглас,DGW
Фриа,FIG
Дал Крик,DCK
Атту,QGQ
Остров Манус,MAS
Дункан Таун,DCT
Воитапе,WTP
Мкамбати,MBM
Неггинан,ZNG
Декейтер,DCU
Пуэрто Беррио,PBE
,ZJB
Дельта-Даунс,DDN
Хуахин,HHQ
Дорадо,DDP
Фужаму,FOU
Куллу,KUU
Франклин,FKN
Санту-Антан,NTO
Даду,DDU
Гудиер,GYR
Невер,NVS
Дебрецен,DEB
Уэстгемптон,FOK
Дизфуль,DEF
Фоллс Крик,FLC
Флориш,FLW
Кости,KST
Алтон-Даунс,AWN
Дерим,DER
Хаиль,HAS
Пейнтер Крик,PCE
Дэйр-эз-Зор,DEZ
Мелинда,MDB
Дангер Бэй,DGB
Дьенбьенфу,DIN
Бонгор,OGR
Донггуан,DGM
Калалех,KLM
Халапа,JAL
Дедугу,DGU
,IQA
Дхангрархи,DHI
Ханксвилл,HVE
Дармсала,DHM
Дыре-Дауа,DIR
Фуншал,FNC
Далхарт,DHT
Огденсберг,OGS
Фитиута,FTI
Пешавар,PEW
Димбокро,DIM
Хазлтон,HZL
Остров Крузенштерна,DIO
Кунунарра,KNX
Диапага,DIP
Махачкала,MCX
Бревиг-Мишн,KTS
Дивинополис,DIQ
Кохат,OHT
Гариса,GAS
Тьюлита,ZFN
Мехико,MEX
Кампинас,CPQ
Гарачине,GHE
Лубомо,DIS
Окусири,OIR
Фуллеборн,FUB
Джугу,DJA
Далбертис,DLB
Фленсбург,FLF
Джерба,DJE
Оита,OIT
Джане,DJG
Окинава,OKA
Форт Мак-Муррей,YMM
Джамбала,DJM
Паулофф Харбор,KPH
Оркид Айленд,KYD
Остров Данк,DKI
Гронинген,GRQ
Каинтиба,KZF
Фантер Бэй,FNR
Калабозо,CLZ
Дюнкерк,DKK
Диндер,DNX
Мокути Лодж,OKU
Флинт,FNT
Луабо,LBM
Брэдфорд,BFD
Бедвелл-Харбор,YBW
Далянь,DLC
Кандаву,KDV
Санкт-Петербург,LED
Дестин,DSI
Ла-Боль,LBY
Олеан,OLE
Дера-Исмаил-Хан,DSK
Онгава Гейм Резерв,OGV
Белтран Франциско,FBE
Лекони,LEO
Де-Мойн,DSM
Линга Линга,LGN
Диллингхем,DLG
Хиглиег,HGI
Диллон,DLL
Лекнес,LKN
Лае Айленд,LML
Фучжоу,FOC
Аилинглапалап,AIP
Мису,MQH
Даллес,DLS
Брэндон,LKZ
Лак Бише,YLB
Лимбанг,LMN
Дублин,DUB
Цюйчжоу,JUZ
Делиссавилл,DLV
Гейнсвилл,GVL
Коггала,KCT
Мак-Артур-Ривер,MCV
Диво,DIV
Обок,OBC
Вахиава,HHI
Лейк Наш,LNH
Дьюкудек,DUK
Ливърмор,LVK
Сант Хеленс,HLS
Фрипорт,FPO
Форт Додж,FOD
Лас-Вегас,LAS
Деминг,DMN
Пунта Чивато,PCV
Лерон Плаинс,LPN
Хоф,HOQ
Лангтанг,LTG
Канех,KHA
Кайман-Брак,CYB
Дикси,DXD
Фицрой Кроссинг,FIZ
Линдхёрст,LTP
Диллонс Бэй,DLY
Ньингчи,LZY
Манши,LUM
Медоунеу,MDV
Седалия,DMO
Дацин,DQA
Луангнамтха,LXG
Блуфилдсе,BEF
Лион,LYS
Берктаун,BUC
Пай,PYY
Уэска,HSK
Мае Сот,MAQ
Медельин,MDE
Моргантаун,MGW
,ZNB
Хайфа,HFA
Александруполис,AXD
Морристаун,MOR
Янг,NGA
Димапур,DMU
,XAZ
Кисенган,KSG
Монумент Вэлли,GMV
Грегори-Даунс,GGD
Кисидугу,KSI
Петербург,PTB
Мак-Аллен,MFE
Мелборн,MLB
Остров Фера,FRE
Камфилд,CFI
,OAI
Денем,DNM
Норволк,ORQ
Сент-Огастин,UST
Динангат,DNU
Санта Ана,SBL
Миледжвилл,MLJ
Марамаг,XMA
Добо,DOB
Лонг Баван,LBW
Додома,DOD
Френч Лик,FRH
Дора Бэй,DOF
Ксайабери,XAY
Хьюс,HUS
Доха,DOH
Дэвенпорт-Даунс,DVP
Хаукер,HWK
Донецк,DOK
Масаси,XMI
Мбарара,MBQ
Тераина,TNQ
Давер-Чесволд,DOV
Осейдж Бич,OSB
Дир-Парк,DPK
Оуанго Фитини,OFI
Каукура,KKR
Андауайлас,ANS
Девонпорт,DPO
Короба,KDE
Дабра,DRH
Гамбома,GMM
ДеРиддер,DRI
Дункан,DUC
Фрутильяр,FRT
Шангнак,SHG
Дирранбанди,DRN
Мидлмаунт,MMM
Королла,DUF
,ZNW
Косциаско,OSX
Бишкек,FRU
Андес,ADN
,XFH
Кошалин,OSZ
Дель-Рио,DRT
Ориа,OTY
Амальфи,AFI
Фритзлар,FRZ
Драйсдэйл Ривер,DRY
Фигари,FSC
Форт Стоктон,FST
,XHU
Катания,CTA
Нейн,YDP
Дэссе,DSE
Монтсеррат,MNI
Дурбан,DUR
Детройт-Лейкс,DTL
Толанаро,FTU
Вилюйск,VYI
Тадоул Лейк,XTL
Дортмунд,DTM
Миннипа,MIN
Пуэрто-Принсеса,PPS
Дестин,VPS
Фукуока,FUK
Серкл Хот Спрингс,CHP
Дакатур Айленд,DTR
Уджда,OUD
Остров Флаксман,FXM
Двангва,DWA
,QEQ
Камаран,KAM
Паланкеро,PAL
Данбери,DXR
Эмаэ,EAE
Никольски,IKO
Дайсарт,DYA
,XYF
Маунт Поконо,MPO
Чжанцзяцзе,DYG
Элко,EKO
,XKF
Дойлстаун,DYL
Каэди,KED
Фума,FUM
Кампус-дус-Гойтаказис,CAW
Игл Лейк,ELA
Кемпси,KPS
Франц Иосиф,WHO
Душанбе,DYU
Восток Тавас,ECA
Грац,GRZ
Гамильтон,HTI
Дейли Уотерс,DYW
Флора Валли,FVL
,XDO
Дурасно,DZO
Паама,PBJ
Дазу,DZU
Дюссельдорф,DUS
Порто Амбоим,PBN
,XHF
Игл,EAA
Пьедрас Неграс,PDS
Аббсе,EAB
Нутодден,NTB
Грин Тортл,GTC
Ла-Гранд,YGL
